1,hsa:100.1
2,hsa:10005.1
3,hsa:10005.2
4,hsa:10005.3
5,hsa:10007.1
6,hsa:100128062.1
7,hsa:10020.1
8,hsa:10026.1
9,hsa:10057.1
10,hsa:10057.2
11,hsa:10087.1
12,hsa:10090.1
13,hsa:10157.1
14,hsa:10164.1
15,hsa:10165.1
16,hsa:10166.1
17,hsa:10195.1
18,hsa:10195.2
19,hsa:10195.3
20,hsa:10195.4
21,hsa:10201.1
22,hsa:10229.1
23,hsa:10249.1
24,hsa:10257.1
25,hsa:10312.1
26,hsa:10312.2
27,hsa:10317.1
28,hsa:10317.2
29,hsa:10317.3
30,hsa:10317.4
31,hsa:10317.5
32,hsa:10327.1
33,hsa:10327.2
34,hsa:10331.1
35,hsa:1036.1
36,hsa:10380.1
37,hsa:10390.1
38,hsa:10396.1
39,hsa:1040.1
40,hsa:10400.1
41,hsa:10400.2
42,hsa:10400.3
43,hsa:10402.1
44,hsa:10423.1
45,hsa:10423.2
46,hsa:10449.1
47,hsa:10455.1
48,hsa:10554.1
49,hsa:10555.1
50,hsa:10558.1
51,hsa:10559.1
52,hsa:10560.1
53,hsa:10568.1
54,hsa:10587.1
55,hsa:10587.2
56,hsa:10587.3
57,hsa:10588.1
58,hsa:10599.1
59,hsa:10606.1
60,hsa:10610.1
61,hsa:10637.1
62,hsa:10654.1
63,hsa:10678.1
64,hsa:10678.2
65,hsa:10682.1
66,hsa:10690.1
67,hsa:107.1
68,hsa:10720.1
69,hsa:10723.1
70,hsa:10728.1
71,hsa:10768.1
72,hsa:10768.2
73,hsa:10797.1
74,hsa:108.1
75,hsa:10840.1
76,hsa:10841.1
77,hsa:10841.2
78,hsa:10846.1
79,hsa:10858.1
80,hsa:10861.1
81,hsa:10861.2
82,hsa:10861.3
83,hsa:10870.1
84,hsa:10873.1
85,hsa:109.1
86,hsa:10901.1
87,hsa:10905.1
88,hsa:10919.1
89,hsa:10919.2
90,hsa:10935.1
91,hsa:10935.2
92,hsa:10948.1
93,hsa:10965.1
94,hsa:10975.1
95,hsa:10991.1
96,hsa:10993.1
97,hsa:10998.1
98,hsa:10999.1
99,hsa:11000.1
100,hsa:11001.1
101,hsa:1103.1
102,hsa:1103.2
103,hsa:1103.3
104,hsa:1103.4
105,hsa:11041.1
106,hsa:11046.1
107,hsa:1109.1
108,hsa:111.1
109,hsa:11112.1
110,hsa:11136.1
111,hsa:11164.1
112,hsa:1118.1
113,hsa:11181.1
114,hsa:11182.1
115,hsa:11185.1
116,hsa:1119.1
117,hsa:1119.2
118,hsa:112.1
119,hsa:112.2
120,hsa:1120.1
121,hsa:1120.2
122,hsa:11212.1
123,hsa:11226.1
124,hsa:11227.1
125,hsa:11238.1
126,hsa:112483.1
127,hsa:11253.1
128,hsa:11254.1
129,hsa:112611.1
130,hsa:112724.1
131,hsa:11282.1
132,hsa:11282.2
133,hsa:11283.1
134,hsa:11285.1
135,hsa:113.1
136,hsa:113026.1
137,hsa:11309.1
138,hsa:113189.1
139,hsa:11320.1
140,hsa:113235.1
141,hsa:11332.1
142,hsa:11343.1
143,hsa:11343.2
144,hsa:113451.1
145,hsa:113452.1
146,hsa:114.1
147,hsa:114112.1
148,hsa:114134.1
149,hsa:114799.1
150,hsa:114805.1
151,hsa:115.1
152,hsa:115019.1
153,hsa:115019.2
154,hsa:115111.1
155,hsa:115111.2
156,hsa:1152.1
157,hsa:115286.1
158,hsa:115286.2
159,hsa:115286.3
160,hsa:115584.1
161,hsa:1158.1
162,hsa:1159.1
163,hsa:1160.1
164,hsa:116255.1
165,hsa:116285.1
166,hsa:116369.1
167,hsa:116369.2
168,hsa:117247.1
169,hsa:117248.1
170,hsa:117283.1
171,hsa:1178.1
172,hsa:118881.1
173,hsa:1200.1
174,hsa:121260.1
175,hsa:121278.1
176,hsa:1215.1
177,hsa:122481.1
178,hsa:122622.1
179,hsa:122622.2
180,hsa:122970.1
181,hsa:123041.1
182,hsa:123041.2
183,hsa:123041.3
184,hsa:124.1
185,hsa:124454.1
186,hsa:124583.1
187,hsa:124637.1
188,hsa:124935.1
189,hsa:125.1
190,hsa:125061.1
191,hsa:125206.1
192,hsa:125965.1
193,hsa:126.1
194,hsa:126129.1
195,hsa:126328.1
196,hsa:126410.1
197,hsa:1267.1
198,hsa:126792.1
199,hsa:127.1
200,hsa:127124.1
201,hsa:127124.2
202,hsa:128.1
203,hsa:128869.1
204,hsa:129642.1
205,hsa:129807.1
206,hsa:13.1
207,hsa:130.1
208,hsa:130013.1
209,hsa:130367.1
210,hsa:130752.1
211,hsa:131.1
212,hsa:1312.1
213,hsa:1312.2
214,hsa:131669.1
215,hsa:132.1
216,hsa:132.2
217,hsa:132158.1
218,hsa:1327.1
219,hsa:132789.1
220,hsa:1329.1
221,hsa:1337.1
222,hsa:1339.1
223,hsa:1340.1
224,hsa:1345.1
225,hsa:134526.1
226,hsa:1346.1
227,hsa:1347.1
228,hsa:1349.1
229,hsa:1350.1
230,hsa:1351.1
231,hsa:135152.1
232,hsa:1356.1
233,hsa:1357.1
234,hsa:1358.1
235,hsa:1371.1
236,hsa:1373.1
237,hsa:1373.2
238,hsa:1374.1
239,hsa:1375.1
240,hsa:1375.2
241,hsa:1375.3
242,hsa:1375.4
243,hsa:1376.1
244,hsa:137872.1
245,hsa:137964.1
246,hsa:1384.1
247,hsa:1384.2
248,hsa:1384.3
249,hsa:140679.1
250,hsa:142680.1
251,hsa:1431.1
252,hsa:1431.2
253,hsa:144195.1
254,hsa:145226.1
255,hsa:1468.1
256,hsa:1491.1
257,hsa:1491.2
258,hsa:15.1
259,hsa:1503.1
260,hsa:151531.1
261,hsa:1537.1
262,hsa:154091.1
263,hsa:1543.1
264,hsa:1544.1
265,hsa:1545.1
266,hsa:1548.1
267,hsa:1549.1
268,hsa:1551.1
269,hsa:155184.1
270,hsa:1553.1
271,hsa:1555.1
272,hsa:1557.1
273,hsa:1558.1
274,hsa:1558.2
275,hsa:1559.1
276,hsa:1562.1
277,hsa:1565.1
278,hsa:1571.1
279,hsa:1572.1
280,hsa:1573.1
281,hsa:157506.1
282,hsa:157570.1
283,hsa:1576.1
284,hsa:1577.1
285,hsa:1579.1
286,hsa:158.1
287,hsa:158.2
288,hsa:1580.1
289,hsa:1581.1
290,hsa:1582.1
291,hsa:1583.1
292,hsa:1584.1
293,hsa:1585.1
294,hsa:1586.1
295,hsa:1588.1
296,hsa:1588.2
297,hsa:1589.1
298,hsa:159.1
299,hsa:1591.1
300,hsa:1592.1
301,hsa:1593.1
302,hsa:1594.1
303,hsa:1595.1
304,hsa:159963.1
305,hsa:160287.1
306,hsa:1603.1
307,hsa:1606.1
308,hsa:1607.1
309,hsa:1607.2
310,hsa:160728.1
311,hsa:1608.1
312,hsa:160851.1
313,hsa:160851.2
314,hsa:1609.1
315,hsa:1610.1
316,hsa:1621.1
317,hsa:1622.1
318,hsa:162417.1
319,hsa:162466.1
320,hsa:1629.1
321,hsa:1632.1
322,hsa:1633.1
323,hsa:1635.1
324,hsa:1636.1
325,hsa:1638.1
326,hsa:1644.1
327,hsa:1645.1
328,hsa:1650.1
329,hsa:166012.1
330,hsa:1666.1
331,hsa:166785.1
332,hsa:170712.1
333,hsa:171425.1
334,hsa:171425.2
335,hsa:1716.1
336,hsa:1716.2
337,hsa:1716.3
338,hsa:1716.4
339,hsa:1716.5
340,hsa:1717.1
341,hsa:1718.1
342,hsa:1719.1
343,hsa:1723.1
344,hsa:1727.1
345,hsa:1737.1
346,hsa:1738.1
347,hsa:1743.1
348,hsa:175.1
349,hsa:1757.1
350,hsa:178.1
351,hsa:178.2
352,hsa:178.3
353,hsa:178.4
354,hsa:178.5
355,hsa:178.6
356,hsa:1786.1
357,hsa:1787.1
358,hsa:1787.2
359,hsa:1787.3
360,hsa:1787.4
361,hsa:1787.5
362,hsa:1787.6
363,hsa:1788.1
364,hsa:1788.2
365,hsa:1788.3
366,hsa:1788.4
367,hsa:1789.1
368,hsa:1789.2
369,hsa:1789.3
370,hsa:1789.4
371,hsa:1798.1
372,hsa:1798.2
373,hsa:18.1
374,hsa:18.2
375,hsa:1800.1
376,hsa:1806.1
377,hsa:1807.1
378,hsa:1808.1
379,hsa:1809.1
380,hsa:1811.1
381,hsa:1836.1
382,hsa:1841.1
383,hsa:1854.1
384,hsa:189.1
385,hsa:1890.1
386,hsa:1891.1
387,hsa:1892.1
388,hsa:19.1
389,hsa:191.1
390,hsa:192134.1
391,hsa:1956.1
392,hsa:195814.1
393,hsa:1962.1
394,hsa:196743.1
395,hsa:196883.1
396,hsa:196951.1
397,hsa:197257.1
398,hsa:197257.2
399,hsa:197258.1
400,hsa:199974.1
401,hsa:200010.1
402,hsa:200576.1
403,hsa:200576.2
404,hsa:200576.3
405,hsa:201288.1
406,hsa:201562.1
407,hsa:2023.1
408,hsa:2026.1
409,hsa:2027.1
410,hsa:2027.2
411,hsa:203.1
412,hsa:2030.1
413,hsa:204.1
414,hsa:204.2
415,hsa:204.3
416,hsa:205.1
417,hsa:205.2
418,hsa:205.3
419,hsa:2052.1
420,hsa:2053.1
421,hsa:206.1
422,hsa:206358.1
423,hsa:2098.1
424,hsa:210.1
425,hsa:210.2
426,hsa:2108.1
427,hsa:2109.1
428,hsa:2109.2
429,hsa:211.1
430,hsa:211.2
431,hsa:2110.1
432,hsa:212.1
433,hsa:2131.1
434,hsa:2132.1
435,hsa:2132.2
436,hsa:2134.1
437,hsa:2135.1
438,hsa:2137.1
439,hsa:215.1
440,hsa:216.1
441,hsa:2168.1
442,hsa:217.1
443,hsa:218.1
444,hsa:2180.1
445,hsa:2181.1
446,hsa:2181.2
447,hsa:2182.1
448,hsa:2184.1
449,hsa:219.1
450,hsa:2194.1
451,hsa:220.1
452,hsa:2203.1
453,hsa:221.1
454,hsa:221823.1
455,hsa:221823.2
456,hsa:222.1
457,hsa:2222.1
458,hsa:2224.1
459,hsa:222537.1
460,hsa:223.1
461,hsa:22305.1
462,hsa:22305.2
463,hsa:2235.1
464,hsa:2235.2
465,hsa:224.1
466,hsa:225.1
467,hsa:226.1
468,hsa:226.2
469,hsa:226.3
470,hsa:2271.1
471,hsa:22856.1
472,hsa:229.1
473,hsa:22928.1
474,hsa:22929.1
475,hsa:22934.1
476,hsa:22978.1
477,hsa:230.1
478,hsa:23007.1
479,hsa:23057.1
480,hsa:23057.2
481,hsa:231.1
482,hsa:23169.1
483,hsa:23205.1
484,hsa:23236.1
485,hsa:23236.2
486,hsa:2326.1
487,hsa:2327.1
488,hsa:2328.1
489,hsa:2329.1
490,hsa:2330.1
491,hsa:23305.1
492,hsa:23315.1
493,hsa:23382.1
494,hsa:23396.1
495,hsa:23417.1
496,hsa:23428.1
497,hsa:23428.2
498,hsa:23430.1
499,hsa:23439.1
500,hsa:23443.1
501,hsa:23464.1
502,hsa:23475.1
503,hsa:23478.1
504,hsa:2348.1
505,hsa:2348.2
506,hsa:2348.3
507,hsa:2348.4
508,hsa:2348.5
509,hsa:2348.6
510,hsa:23483.1
511,hsa:23498.1
512,hsa:2351.1
513,hsa:23517.1
514,hsa:2352.1
515,hsa:23533.1
516,hsa:23539.1
517,hsa:23545.1
518,hsa:23556.1
519,hsa:23556.2
520,hsa:2356.1
521,hsa:23563.1
522,hsa:23563.2
523,hsa:23600.1
524,hsa:23600.2
525,hsa:23632.1
526,hsa:23657.1
527,hsa:23743.1
528,hsa:23761.1
529,hsa:239.1
530,hsa:240.1
531,hsa:242.1
532,hsa:245972.1
533,hsa:245973.1
534,hsa:246.1
535,hsa:246213.1
536,hsa:247.1
537,hsa:248.1
538,hsa:249.1
539,hsa:2495.1
540,hsa:250.1
541,hsa:2509.1
542,hsa:251.1
543,hsa:2517.1
544,hsa:2519.1
545,hsa:2523.1
546,hsa:2525.1
547,hsa:2530.1
548,hsa:2530.2
549,hsa:2530.3
550,hsa:2530.4
551,hsa:2530.5
552,hsa:2531.1
553,hsa:253430.1
554,hsa:2538.1
555,hsa:2539.1
556,hsa:2542.1
557,hsa:2544.1
558,hsa:2548.1
559,hsa:256435.1
560,hsa:257068.1
561,hsa:2571.1
562,hsa:2571.2
563,hsa:2572.1
564,hsa:257202.1
565,hsa:25769.1
566,hsa:25796.1
567,hsa:2581.1
568,hsa:2582.1
569,hsa:2582.2
570,hsa:2583.1
571,hsa:25830.1
572,hsa:2584.1
573,hsa:25841.1
574,hsa:2585.1
575,hsa:2585.2
576,hsa:2588.1
577,hsa:2589.1
578,hsa:2590.1
579,hsa:25902.1
580,hsa:2591.1
581,hsa:2592.1
582,hsa:2592.2
583,hsa:2592.3
584,hsa:259230.1
585,hsa:2593.1
586,hsa:2593.2
587,hsa:2595.1
588,hsa:2597.1
589,hsa:26.1
590,hsa:26002.1
591,hsa:260293.1
592,hsa:26035.1
593,hsa:26061.1
594,hsa:26062.1
595,hsa:26063.1
596,hsa:2618.1
597,hsa:2618.2
598,hsa:262.1
599,hsa:26227.1
600,hsa:26229.1
601,hsa:26237.1
602,hsa:26266.1
603,hsa:26275.1
604,hsa:26275.2
605,hsa:26279.1
606,hsa:2628.1
607,hsa:26289.1
608,hsa:26289.2
609,hsa:2629.1
610,hsa:2629.2
611,hsa:2629.3
612,hsa:2629.4
613,hsa:2629.5
614,hsa:26290.1
615,hsa:26301.1
616,hsa:2632.1
617,hsa:26330.1
618,hsa:2639.1
619,hsa:2639.2
620,hsa:2643.1
621,hsa:2645.1
622,hsa:2645.2
623,hsa:2645.3
624,hsa:2650.1
625,hsa:26503.1
626,hsa:2651.1
627,hsa:2653.1
628,hsa:2655.1
629,hsa:266722.1
630,hsa:2673.1
631,hsa:2678.1
632,hsa:2678.2
633,hsa:2678.3
634,hsa:2679.1
635,hsa:2683.1
636,hsa:2686.1
637,hsa:2687.1
638,hsa:26873.1
639,hsa:270.1
640,hsa:27010.1
641,hsa:27034.1
642,hsa:27068.1
643,hsa:27068.2
644,hsa:27068.3
645,hsa:27068.4
646,hsa:27087.1
647,hsa:27087.2
648,hsa:27089.1
649,hsa:271.1
650,hsa:271.2
651,hsa:271.3
652,hsa:2710.1
653,hsa:2710.2
654,hsa:27115.1
655,hsa:2712.1
656,hsa:27124.1
657,hsa:27124.2
658,hsa:2713.1
659,hsa:27159.1
660,hsa:27159.2
661,hsa:27165.1
662,hsa:27165.2
663,hsa:2717.1
664,hsa:272.1
665,hsa:2720.1
666,hsa:27232.1
667,hsa:27235.1
668,hsa:2729.1
669,hsa:2730.1
670,hsa:27306.1
671,hsa:2731.1
672,hsa:27349.1
673,hsa:27349.2
674,hsa:2739.1
675,hsa:27430.1
676,hsa:27430.2
677,hsa:2744.1
678,hsa:2745.1
679,hsa:2746.1
680,hsa:2747.1
681,hsa:275.1
682,hsa:2752.1
683,hsa:276.1
684,hsa:276.2
685,hsa:2762.1
686,hsa:2766.1
687,hsa:277.1
688,hsa:278.1
689,hsa:279.1
690,hsa:2799.1
691,hsa:28.1
692,hsa:280.1
693,hsa:2805.1
694,hsa:2806.1
695,hsa:2819.1
696,hsa:2820.1
697,hsa:2821.1
698,hsa:28231.1
699,hsa:28232.1
700,hsa:28234.1
701,hsa:284098.1
702,hsa:284111.1
703,hsa:284129.1
